wavelength (nm),flux (F_lambda)
115.0,0.592072
115.5,0.417228
116.0,0.211190
116.5,0.066998
117.0,0.106548
117.5,0.110767
118.0,0.080865
118.5,0.046925
119.0,0.000000
119.5,0.000000
120.0,0.037878
120.5,0.040323
121.0,0.021998
121.5,0.032709
122.0,0.048583
122.5,0.055705
123.0,0.081494
123.5,0.115885
124.0,0.147335
124.5,0.223400
125.0,0.273544
125.5,0.185842
126.0,0.143533
126.5,0.286655
127.0,0.359203
127.5,0.454170
128.0,0.606317
128.5,0.547385
129.0,0.469024
129.5,0.428064
130.0,0.308515
130.5,0.285072
131.0,0.552734
131.5,0.677680
132.0,0.695504
132.5,0.678829
133.0,0.656278
133.5,0.793671
134.0,0.917487
134.5,0.850328
135.0,0.841852
135.5,0.833206
136.0,0.665728
136.5,0.625251
137.0,0.684877
137.5,0.760438
138.0,0.764945
138.5,0.848479
139.0,0.830626
139.5,0.835166
140.0,0.874116
140.5,0.892390
141.0,0.801294
141.5,0.759252
142.0,0.830469
142.5,0.931009
143.0,0.787169
143.5,0.820708
144.0,0.942264
144.5,1.081855
145.0,1.225465
145.5,1.256921
146.0,1.120693
146.5,0.954820
147.0,0.979990
147.5,1.006630
148.0,1.053876
148.5,1.173118
149.0,1.242381
149.5,1.309249
150.0,1.243139
150.5,1.055447
151.0,0.974679
151.5,1.094687
152.0,1.139575
152.5,1.044042
153.0,1.003562
153.5,1.108583
154.0,1.207018
154.5,1.112755
155.0,1.062278
155.5,0.977644
156.0,0.903925
156.5,0.938775
157.0,0.903950
157.5,1.038954
158.0,1.157137
158.5,1.167236
159.0,1.166084
159.5,1.111510
160.0,1.054503
160.5,1.041589
161.0,1.055729
161.5,1.054408
162.0,0.981232
162.5,1.024003
163.0,1.000641
163.5,1.005957
164.0,0.964125
164.5,0.962283
165.0,0.900749
165.5,0.813983
166.0,0.922375
166.5,0.979934
167.0,0.885973
167.5,1.012518
168.0,1.096672
168.5,1.065240
169.0,1.038103
169.5,1.065944
170.0,1.084414
170.5,1.049361
171.0,0.986596
171.5,0.933643
172.0,0.906784
172.5,0.972588
173.0,0.989945
173.5,1.070369
174.0,1.104215
174.5,1.099737
175.0,1.191622
175.5,1.201317
176.0,1.110001
176.5,1.128209
177.0,1.126099
177.5,1.195038
178.0,1.217513
178.5,1.137849
179.0,1.194212
179.5,1.333824
180.0,1.336586
180.5,1.250000
181.0,1.247722
181.5,1.245703
182.0,1.274935
182.5,1.196736
183.0,1.117732
183.5,1.123600
184.0,1.071833
184.5,1.050718
185.0,1.047031
185.5,1.028953
186.0,1.071596
186.5,1.163472
187.0,1.216184
187.5,1.157395
188.0,1.145974
188.5,1.149823
189.0,1.162286
189.5,1.135495
190.0,1.163963
190.5,1.157357
191.0,1.128522
191.5,1.162235
192.0,1.173262
192.5,1.155970
193.0,1.207749
193.5,1.231001
194.0,1.273494
194.5,1.289965
195.0,1.262655
195.5,1.195753
196.0,1.174997
196.5,1.190633
197.0,1.263228
197.5,1.361282
198.0,1.312717
198.5,1.347590
199.0,1.351508
199.5,1.233539
200.0,1.184283
200.5,1.203576
201.0,1.151374
201.5,1.104969
202.0,1.105016
202.5,1.102985
203.0,1.223709
203.5,1.191223
204.0,1.106664
204.5,1.115595
205.0,1.196991
205.5,1.215566
206.0,1.169409
206.5,1.110693
207.0,1.136484
207.5,1.150866
208.0,1.206117
208.5,1.269920
209.0,1.243316
209.5,1.205851
210.0,1.127716
210.5,1.080629
211.0,1.138177
211.5,1.129255
212.0,1.077574
212.5,1.118235
213.0,1.138645
213.5,1.055524
214.0,0.924501
214.5,0.948783
215.0,1.072511
215.5,1.102485
216.0,1.102125
216.5,1.068861
217.0,0.978217
217.5,0.966342
218.0,0.935440
218.5,0.966894
219.0,1.017236
219.5,1.108928
220.0,1.187378
220.5,1.146446
221.0,1.049033
221.5,0.966953
222.0,0.860564
222.5,0.770857
223.0,0.881554
223.5,0.875756
224.0,0.907338
224.5,0.864960
225.0,0.777785
225.5,0.787634
226.0,0.855066
226.5,0.846770
227.0,0.847774
227.5,0.916172
228.0,0.997915
228.5,0.905901
229.0,0.954252
229.5,1.009451
230.0,0.890648
230.5,0.794069
231.0,0.789062
