wavelength (nm),flux (F_lambda)
115.0,0.181751
115.5,0.203323
116.0,0.142062
116.5,0.000000
117.0,0.005560
117.5,0.000000
118.0,0.000000
118.5,0.000000
119.0,0.000000
119.5,0.000000
120.0,0.001004
120.5,0.010154
121.0,0.022296
121.5,0.030977
122.0,0.038257
122.5,0.032880
123.0,0.034612
123.5,0.036263
124.0,0.032804
124.5,0.044974
125.0,0.089780
125.5,0.107513
126.0,0.102995
126.5,0.163623
127.0,0.287057
127.5,0.339408
128.0,0.464954
128.5,0.543897
129.0,0.583538
129.5,0.652544
130.0,0.568330
130.5,0.465444
131.0,0.558746
131.5,0.815444
132.0,0.917040
132.5,0.916888
133.0,0.866914
133.5,0.921322
134.0,1.129171
134.5,1.148396
135.0,1.041099
135.5,0.968124
136.0,0.997185
136.5,1.005895
137.0,1.014634
137.5,1.075655
138.0,1.069204
138.5,1.104056
139.0,1.125309
139.5,1.078729
140.0,1.100604
140.5,1.154207
141.0,1.137578
141.5,1.184795
142.0,1.269107
142.5,1.304509
143.0,1.219985
143.5,1.186735
144.0,1.309849
144.5,1.406803
145.0,1.486661
145.5,1.484581
146.0,1.451358
146.5,1.365868
147.0,1.315616
147.5,1.332583
148.0,1.387421
148.5,1.519950
149.0,1.627695
149.5,1.648123
150.0,1.684521
150.5,1.548495
151.0,1.372714
151.5,1.427650
152.0,1.563507
152.5,1.455529
153.0,1.410062
153.5,1.457652
154.0,1.578568
154.5,1.603379
155.0,1.561301
155.5,1.503601
156.0,1.469595
156.5,1.540034
157.0,1.513548
157.5,1.531422
158.0,1.650600
158.5,1.634291
159.0,1.604415
159.5,1.584613
160.0,1.620305
160.5,1.574995
161.0,1.566226
161.5,1.570178
162.0,1.545103
162.5,1.548708
163.0,1.565555
163.5,1.535559
164.0,1.496622
164.5,1.527790
165.0,1.456422
165.5,1.307141
166.0,1.376759
166.5,1.469498
167.0,1.334264
167.5,1.411232
168.0,1.529826
168.5,1.533790
169.0,1.519363
169.5,1.501917
170.0,1.495160
170.5,1.476834
171.0,1.498110
171.5,1.489971
172.0,1.439100
172.5,1.444888
173.0,1.504957
173.5,1.499872
174.0,1.520960
174.5,1.557133
175.0,1.597241
175.5,1.650849
176.0,1.554383
176.5,1.481540
177.0,1.547907
177.5,1.618634
178.0,1.611885
178.5,1.427459
179.0,1.240522
179.5,1.564539
180.0,1.692430
180.5,1.622366
181.0,1.610677
181.5,1.624510
182.0,1.636437
182.5,1.615233
183.0,1.570097
183.5,1.545615
184.0,1.474328
184.5,1.450122
185.0,1.492966
185.5,1.493837
186.0,1.502229
186.5,1.523196
187.0,1.565632
187.5,1.559510
188.0,1.559310
188.5,1.550405
189.0,1.515476
189.5,1.466529
190.0,1.432495
190.5,1.451178
191.0,1.454121
191.5,1.449397
192.0,1.450922
192.5,1.451281
193.0,1.474975
193.5,1.494214
194.0,1.510554
194.5,1.513651
195.0,1.516806
195.5,1.517341
196.0,1.512847
196.5,1.494291
197.0,1.556980
197.5,1.612514
198.0,1.577098
198.5,1.575749
199.0,1.462473
199.5,1.346299
200.0,1.415970
200.5,1.447126
201.0,1.408796
201.5,1.410385
202.0,1.405684
202.5,1.385200
203.0,1.423803
203.5,1.394906
204.0,1.351791
204.5,1.385793
205.0,1.408168
205.5,1.415598
206.0,1.402481
206.5,1.358988
207.0,1.377304
207.5,1.463738
208.0,1.526606
208.5,1.540470
209.0,1.515747
209.5,1.444250
210.0,1.376611
210.5,1.372526
211.0,1.412419
211.5,1.391838
212.0,1.357974
212.5,1.441591
213.0,1.419030
213.5,1.311450
214.0,1.229758
214.5,1.269933
215.0,1.359260
215.5,1.393734
216.0,1.427121
216.5,1.305439
217.0,1.240546
217.5,1.179187
218.0,1.182986
218.5,1.288429
219.0,1.352522
219.5,1.378479
220.0,1.397609
220.5,1.314984
221.0,1.219098
221.5,1.155421
222.0,1.142993
222.5,1.144974
223.0,1.168503
223.5,1.144320
224.0,1.177647
224.5,1.117671
225.0,1.161664
225.5,1.164579
226.0,1.148342
226.5,1.143074
227.0,1.158862
227.5,1.155643
228.0,1.167622
228.5,1.178513
229.0,1.231651
229.5,1.258505
230.0,1.227084
230.5,1.213497
231.0,1.234254
231.5,1.221961
232.0,1.118709
232.5,1.114940
233.0,1.162866
233.5,1.144673
234.0,1.104673
234.5,1.082394
235.0,1.064599
235.5,1.028451
236.0,1.040521
