wavelength (nm),flux (F_lambda)
115.0,0.004218
115.5,0.002700
116.0,0.001559
116.5,0.001032
117.0,0.000821
117.5,0.000454
118.0,0.000417
118.5,0.000226
119.0,0.000000
119.5,0.000095
120.0,0.000605
120.5,0.001548
121.0,0.005655
121.5,0.008670
122.0,0.004748
122.5,0.001014
123.0,0.000255
123.5,0.000225
124.0,0.000245
124.5,0.000259
125.0,0.000205
125.5,0.000164
126.0,0.000184
126.5,0.000129
127.0,0.000095
127.5,0.000205
128.0,0.000269
128.5,0.000289
129.0,0.000222
129.5,0.000204
130.0,0.000340
130.5,0.000368
131.0,0.000249
131.5,0.000253
132.0,0.000232
132.5,0.000221
133.0,0.000326
133.5,0.000419
134.0,0.000266
134.5,0.000203
135.0,0.000203
135.5,0.000181
136.0,0.000173
136.5,0.000219
137.0,0.000221
137.5,0.000174
138.0,0.000214
138.5,0.000239
139.0,0.000254
139.5,0.000304
140.0,0.000291
140.5,0.000255
141.0,0.000233
141.5,0.000286
142.0,0.000266
142.5,0.000272
143.0,0.000318
143.5,0.000309
144.0,0.000255
144.5,0.000273
145.0,0.000305
145.5,0.000335
146.0,0.000304
146.5,0.000365
147.0,0.000421
147.5,0.000434
148.0,0.000417
148.5,0.000454
149.0,0.000434
149.5,0.000472
150.0,0.000495
150.5,0.000423
151.0,0.000389
151.5,0.000469
152.0,0.000534
152.5,0.000604
153.0,0.000660
153.5,0.000545
154.0,0.000530
154.5,0.000664
155.0,0.000797
155.5,0.000747
156.0,0.000614
156.5,0.000548
157.0,0.000603
157.5,0.000649
158.0,0.000595
158.5,0.000553
159.0,0.000519
159.5,0.000521
160.0,0.000542
160.5,0.000588
161.0,0.000661
161.5,0.000708
162.0,0.000610
162.5,0.000647
163.0,0.000770
163.5,0.000839
164.0,0.000740
164.5,0.000786
165.0,0.000861
165.5,0.000941
166.0,0.000973
166.5,0.000895
167.0,0.000822
167.5,0.000930
168.0,0.000971
168.5,0.000887
169.0,0.000991
169.5,0.001179
170.0,0.001272
170.5,0.001308
171.0,0.001278
171.5,0.001373
172.0,0.001470
172.5,0.001524
173.0,0.001529
173.5,0.001534
174.0,0.001627
174.5,0.001820
175.0,0.002036
175.5,0.002186
176.0,0.002329
176.5,0.002442
177.0,0.002660
177.5,0.002935
178.0,0.003124
178.5,0.002752
179.0,0.002108
179.5,0.002832
180.0,0.003188
180.5,0.003270
181.0,0.003611
181.5,0.003972
182.0,0.004299
182.5,0.004372
183.0,0.004219
183.5,0.004278
184.0,0.004020
184.5,0.003688
185.0,0.003715
185.5,0.004222
186.0,0.004520
186.5,0.004887
187.0,0.005335
187.5,0.006344
188.0,0.007690
