Wavelength (nm),Transmitance (%)
350,38.98
400,50.04
450,75.82
500,95.8
550,95.77
600,92.86
650,88.07
700,81.16
750,68.9
800,56.67
850,42.7
900,27.75
950,14.9
1000,6.24
1050,1.25
1100,0.27
