Wavelength,Transmitance
(nm),(%)
350.0,41.01
400.0,57.93
450.0,71.43
500.0,86.17
550.0,86.34
600.0,87.13
650.0,85.78
700.0,85.07
750.0,74.61
800.0,62.76
850.0,47.36
900.0,30.75
950.0,15.8
1000.0,6.58
1050.0,1.33
1100.0,0.35
