Wavelength,Transmitance
(nm),(%)
850,99.9998651482159
851.515151515152,99.9998636494937
853.030303030303,99.999864207585
854.545454545455,99.9998679806089
856.060606060606,99.9998714741333
857.575757575758,99.9998747798236
859.090909090909,99.999878220473
860.606060606061,99.9998803376939
862.121212121212,99.9998821700871
863.636363636364,99.999885643949
865.151515151515,99.9998887947314
866.666666666667,99.9998906719041
868.181818181818,99.9998938205541
869.69696969697,99.9998984040956
871.212121212121,99.9999018357618
872.727272727273,99.9999041692322
874.242424242424,99.9999056787517
875.757575757576,99.9999060809061
877.272727272727,99.9999072846222
878.787878787879,99.9999103989282
880.30303030303,99.9999147856077
881.818181818182,99.999917877727
883.333333333333,99.9999199744041
884.848484848485,99.9999247430293
886.363636363636,99.9999302604032
887.878787878788,99.9999341701323
889.393939393939,99.999937134132
890.909090909091,99.9999389091889
892.424242424242,99.9999395615295
893.939393939394,99.9999391627704
895.454545454546,99.9999376126298
896.969696969697,99.9999351125697
898.484848484848,99.9999325423029
900,99.9999305587786
901.515151515152,99.9999283378147
903.030303030303,99.9999251642295
904.545454545455,99.9999206957922
906.060606060606,99.9999154767783
907.575757575758,99.999908662752
909.090909090909,99.999896632343
910.606060606061,99.9998834140065
912.121212121212,99.999874067159
913.636363636364,99.9998653653909
915.151515151515,99.9998570220354
916.666666666667,99.9998503909534
918.181818181818,99.9998458001409
919.69696969697,99.9998403386347
921.212121212121,99.999832092777
922.727272727273,99.9998222118402
924.242424242424,99.9998050910091
925.757575757576,99.9997850779238
927.272727272727,99.9997723306292
928.787878787879,99.9997636113056
930.30303030303,99.999755380777
931.818181818182,99.999750605636
933.333333333333,99.999758158723
934.848484848485,99.9997676815279
936.363636363636,99.9997665295376
937.878787878788,99.9997610768487
939.393939393939,99.9997546228229
940.909090909091,99.9997493228338
942.424242424242,99.9997471247203
943.939393939394,99.9997459605485
945.454545454546,99.9997420547338
946.969696969697,99.9997341084217
948.484848484848,99.9997279457342
950,99.9997268207068
951.515151515152,99.9997301322463
953.030303030303,99.9997384908499
954.545454545455,99.9997500601115
956.060606060606,99.9997610510851
957.575757575758,99.9997722202794
959.090909090909,99.9997779713401
960.606060606061,99.9997781971394
962.121212121212,99.9997837968879
963.636363636364,99.9997938069452
965.151515151515,99.9998011520186
966.666666666667,99.9998037441143
968.181818181818,99.9998034945812
969.69696969697,99.9998036927926
971.212121212121,99.9998081880573
972.727272727273,99.9998168070514
974.242424242424,99.9998262197792
975.757575757576,99.9998288391336
977.272727272727,99.9998217237196
978.787878787879,99.9998176144924
980.30303030303,99.9998297462824
981.818181818182,99.999848093987
983.333333333333,99.9998578135998
984.848484848485,99.9998617093406
986.363636363636,99.9998650932384
987.878787878788,99.9998669618507
989.393939393939,99.9998665656393
990.909090909091,99.9998687366793
992.424242424243,99.9998775758608
993.939393939394,99.9998879830482
995.454545454546,99.99989314468
996.969696969697,99.9998961052724
998.484848484848,99.9999004743925
1000,99.9999048541926
