Wavelength,Transmitance
(nm),(%)
375,99.9982832772394
376.767676767677,99.9989866115453
378.535353535353,99.9992959314336
380.30303030303,99.9994805723603
382.070707070707,99.9995539968736
383.838383838384,99.9995275557978
385.606060606061,99.9994877352174
387.373737373737,99.9994740905072
389.141414141414,99.9994194869955
390.909090909091,99.9993504224443
392.676767676768,99.9992311249769
394.444444444444,99.9990417338868
396.212121212121,99.9987632302994
397.979797979798,99.9984702772875
399.747474747475,99.9981580243869
401.515151515152,99.9977850522652
403.282828282828,99.9974302451822
405.050505050505,99.9970869037536
406.818181818182,99.9967785548587
408.585858585859,99.9965807742267
410.353535353535,99.9963968621297
412.121212121212,99.9962734047878
413.888888888889,99.9960837300247
415.656565656566,99.9958240493948
417.424242424243,99.995713451028
419.191919191919,99.9957477217521
420.959595959596,99.9958798034344
422.727272727273,99.9959566528532
424.49494949495,99.996215819076
426.262626262626,99.9965401157694
428.030303030303,99.996784799533
429.79797979798,99.9969690588847
431.565656565657,99.9971926887886
433.333333333333,99.9974623472894
435.10101010101,99.9977469562769
436.868686868687,99.9980625201721
438.636363636364,99.9982499250143
440.40404040404,99.9983580594467
442.171717171717,99.9985227287538
443.939393939394,99.9987549844934
445.707070707071,99.9989569318045
447.474747474748,99.9990968107561
449.242424242424,99.9992148990805
451.010101010101,99.9993302520576
452.777777777778,99.999426067134
454.545454545455,99.9994988898047
456.313131313131,99.9995652078514
458.080808080808,99.9996403657782
459.848484848485,99.9996909429543
461.616161616162,99.9997361805868
463.383838383838,99.9997977843696
465.151515151515,99.9998391678881
466.919191919192,99.999875976416
468.686868686869,99.999901260705
470.454545454545,99.9999182211184
472.222222222222,99.9999301403865
473.989898989899,99.9999386785854
475.757575757576,99.9999477916182
477.525252525253,99.9999590346618
479.292929292929,99.999969258069
481.060606060606,99.999977162736
482.828282828283,99.9999835359798
484.59595959596,99.9999887248607
486.363636363636,99.9999911552521
488.131313131313,99.9999934446524
489.89898989899,99.9999959870046
491.666666666667,99.9999973903221
493.434343434343,99.999997692046
495.20202020202,99.9999976209407
496.969696969697,99.9999965222948
498.737373737374,99.9999927428813
500.505050505051,99.9999861433897
502.272727272727,99.9999785003658
504.040404040404,99.999972048792
505.808080808081,99.9999600897781
507.575757575758,99.9999376109937
509.343434343434,99.9999102542954
511.111111111111,99.9998687231797
512.878787878788,99.9998027719297
514.646464646465,99.9997251163251
516.414141414141,99.9996072841052
518.181818181818,99.9994418702186
519.949494949495,99.9991887980326
521.717171717172,99.9988071783112
523.484848484849,99.9983612913515
525.252525252525,99.9978151318083
527.020202020202,99.9969067035928
528.787878787879,99.9957400931143
530.555555555556,99.9942660072742
532.323232323232,99.9923198725463
534.090909090909,99.9895758540432
535.858585858586,99.9860072493381
537.626262626263,99.9818913285171
539.393939393939,99.9766964746722
541.161616161616,99.9691413703597
542.929292929293,99.9593188728909
544.69696969697,99.9482362635285
546.464646464646,99.9352997125745
548.232323232323,99.9205173992995
550,99.905167410322
