Wavelength,Transmission
(nm),(%)
301.529995362466,6.0812210551712
305.03963485665,10.4747886487063
308.329921882448,15.1406795200405
311.181503971473,19.8034021651295
314.47179099727,25.258414922686
317.730741956156,30.8286716861376
321.929774922412,36.8263493947518
326.191480022493,42.6723862962379
329.011726044605,47.5846531309876
332.208004869666,52.660610140295
336.532382103571,58.6643298837131
340.668742936003,63.4944740137584
346.351016402777,68.1545080662794
350.664948281045,72.2082777146007
357.684227269413,76.855934656898
368.213145751966,81.0826275726561
382.032351260317,84.1056592432834
396.509614173826,84.3287768980044
410.986877087336,83.2666299788238
425.464140000846,82.6734309447155
439.941402914356,82.8791801592485
454.418665827866,83.8491407420474
468.895928741376,85.0796279276641
483.373191654886,86.4143257544079
497.850454568396,87.5753391792732
512.327717481906,88.4931944415085
526.804980395415,89.2026284214894
541.282243308925,89.7036411192161
555.759506222435,90.0830747356278
570.236769135945,90.2540870697851
584.714032049455,90.2514150020639
599.191294962965,90.4224273362213
613.668557876475,90.5413343498151
628.145820789985,90.4865569615303
642.623083703495,90.4317795732455
657.100346617005,90.2901599840215
671.577609530514,90.2353825957367
686.054872444024,90.2327105280155
700.532135357534,90.1953015799186
715.009398271044,89.9668397897552
729.486661184554,89.8078517603433
743.963924098064,89.5793899701799
758.441187011574,89.4377703809558
772.918449925084,89.0877295094775
787.395712838594,88.9113730398777
801.872975752104,89.2387013357257
816.350238665613,89.0797133063138
830.827501579123,88.8686199563383
845.304764492633,88.4317368839207
859.782027406143,87.994853811503
874.259290319653,87.6274444998368
888.736553233163,87.1905614274191
903.213816146673,86.7536783550015
917.691079060183,86.3689006031474
932.168341973693,86.1057019326083
946.645604887203,85.7556610611299
961.122867800712,85.5619361513423
975.600130714222,85.1771583994882
990.077393627732,84.931328169137
1004.55465654124,84.6681294985979
1019.03191945475,84.4396677084345
1033.50918236826,84.350153439774
1047.98644528177,84.0348494486714
1062.46370819528,83.8584929790716
1076.94097110879,83.6821365094718
1091.4182340223,83.4015693987449
1105.89549693581,83.1036338478301
1120.37275984932,82.1804344501524
1134.85002276283,80.8403924879661
1149.32728567634,81.5150895875714
1163.80454858985,81.7382072422923
1178.28181150336,80.9365869259296
1192.75907441687,80.8991779778327
1207.23633733038,81.8517701204437
1221.71360024389,82.1096246555404
1236.1908631574,82.1069525878192
1250.66812607091,82.1042805200979
1265.14538898442,82.1016084523767
1279.62265189793,82.0989363846555
1294.09991481144,82.0788958767465
1308.57717772495,81.989381608086
1323.05444063846,81.5698669758562
1337.53170355197,81.4977211473835
1352.00896646548,80.9913643142144
1366.48622937899,80.4155337202939
1380.9634922925,79.8744400067491
1395.44075520601,79.246504092265
1409.91801811952,79.3306742254831
1424.39528103303,79.9706344447126
1438.87254394654,80.4195418218757
1453.34980686005,80.5905541560331
1467.82706977356,80.6399874088755
1482.30433268707,80.7241575420935
1496.78159560058,80.9820120771902
1511.25885851409,81.1530244113476
1525.7361214276,81.4456158268199
1540.21338434111,81.4776806394745
1554.69064725462,81.4750085717533
1569.16791016813,81.472336504032
1583.64517308164,81.2265062736808
1598.12243599515,81.0675182442689
1612.59969890866,80.3006348082819
1627.07696182217,78.5784871619628
1639.5800525202,75.3456495921711
1648.79285619243,71.395523782733
1655.8121351808,66.8408021654969
1658.66371726983,62.847271449939
1667.25717279603,59.1909568715587
1680.48928787428,64.8301926629109
1695.39528515782,66.4427064011783
1702.09550601036,69.2204201717944
