Wavelength,Transmitance
(nm),(%)
525,99.9987189907914
526.767676767677,99.9993065332818
528.535353535354,99.9995742520554
530.30303030303,99.9997067230044
532.070707070707,99.9997803143279
533.838383838384,99.9998272895457
535.606060606061,99.9998644307247
537.373737373737,99.9998978317471
539.141414141414,99.9999219716605
540.909090909091,99.9999349069452
542.676767676768,99.9999414120215
544.444444444444,99.9999456821272
546.212121212121,99.9999516170322
547.979797979798,99.9999599175842
549.747474747475,99.9999645904865
551.515151515152,99.9999621789657
553.282828282828,99.9999569422141
555.050505050505,99.9999537050347
556.818181818182,99.9999524462912
558.585858585859,99.9999512070145
560.353535353535,99.9999461345016
562.121212121212,99.999934896368
563.888888888889,99.9999198354561
565.656565656566,99.9999040574612
567.424242424242,99.9998921638153
569.191919191919,99.999884549355
570.959595959596,99.9998702090208
572.727272727273,99.999844595426
574.49494949495,99.9998286932529
576.262626262626,99.9998331336971
578.030303030303,99.9998317204315
579.79797979798,99.9998108821846
581.565656565657,99.9997874529567
583.333333333333,99.9997751845471
585.10101010101,99.9997700693629
586.868686868687,99.9997687168233
588.636363636364,99.9997712532745
590.40404040404,99.9997755888404
592.171717171717,99.9997777210766
593.939393939394,99.9997779965314
595.707070707071,99.999781155872
597.474747474748,99.9997880989949
599.242424242424,99.9997965226171
601.010101010101,99.9998058410198
602.777777777778,99.9998176544217
604.545454545455,99.9998329678446
606.313131313131,99.9998518894945
608.080808080808,99.9998695111926
609.848484848485,99.9998783247225
611.616161616162,99.999881833595
613.383838383838,99.9998918621323
615.151515151515,99.9999078689204
616.919191919192,99.999920049484
618.686868686869,99.999928319572
620.454545454546,99.999938314488
622.222222222222,99.9999485745911
623.989898989899,99.9999544758846
625.757575757576,99.9999579362263
627.525252525253,99.9999638391116
629.292929292929,99.9999716595349
631.060606060606,99.9999785628188
632.828282828283,99.9999835777489
634.59595959596,99.9999860263381
636.363636363636,99.9999873216659
638.131313131313,99.9999898504248
639.89898989899,99.9999926404797
641.666666666667,99.9999939215863
643.434343434343,99.9999944341483
645.20202020202,99.9999955142097
646.969696969697,99.9999967286804
648.737373737374,99.9999972242402
650.50505050505,99.9999972377146
652.272727272727,99.9999972834806
654.040404040404,99.9999972944162
655.808080808081,99.9999969604448
657.575757575758,99.9999965239734
659.343434343434,99.9999965987492
661.111111111111,99.9999966793047
662.878787878788,99.9999957026245
664.646464646465,99.9999940982493
666.414141414141,99.9999935520299
668.181818181818,99.9999934732239
669.949494949495,99.9999921328387
671.717171717172,99.9999897286842
673.484848484849,99.9999869074424
675.252525252525,99.9999833241325
677.020202020202,99.9999781498809
678.787878787879,99.9999705080495
680.555555555556,99.999959218514
682.323232323232,99.9999439123198
684.090909090909,99.999925474986
685.858585858586,99.9999050974546
687.626262626263,99.9998836003909
689.393939393939,99.9998559284496
691.161616161616,99.9998123451832
692.929292929293,99.9997490273737
694.69696969697,99.9996643696567
696.464646464646,99.9995444709937
698.232323232323,99.9993606097709
700,99.9990624875478
