Wavelength,Transmitance
(nm),(%)
350.0,38.98
400.0,50.04
450.0,75.82
500.0,95.8
550.0,95.77
600.0,92.86
650.0,88.07
700.0,81.16
750.0,68.9
800.0,56.67
850.0,42.7
900.0,27.75
950.0,14.9
1000.0,6.24
1050.0,1.25
1100.0,0.27
